epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,366.407,0.70818,0.52185,0.92911,0.89269,0.7923,0.83414,0.56255,1.14025,0.86621,1.22606,0.00054272,0.00054272,0.00054272
186,368.323,0.69649,0.5061,0.91293,0.91358,0.80159,0.83122,0.56975,1.14829,0.84472,1.22148,0.0005348,0.0005348,0.0005348
187,370.304,0.68922,0.51976,0.91229,0.88629,0.80159,0.82403,0.56304,1.1393,0.86909,1.21986,0.00052688,0.00052688,0.00052688
188,372.258,0.65314,0.48367,0.90935,0.8686,0.78695,0.83188,0.55539,1.18387,0.84179,1.25484,0.00051896,0.00051896,0.00051896
189,374.194,0.65802,0.48181,0.91444,0.8778,0.79818,0.8293,0.55889,1.17709,0.85891,1.24425,0.00051104,0.00051104,0.00051104
190,376.151,0.67413,0.50357,0.91805,0.86245,0.80159,0.83687,0.57659,1.13213,0.84658,1.21135,0.00050312,0.00050312,0.00050312
191,378.071,0.66468,0.49086,0.90502,0.87398,0.80952,0.84286,0.57872,1.12668,0.83885,1.22293,0.0004952,0.0004952,0.0004952
192,380.145,0.6861,0.49738,0.92888,0.85048,0.8126,0.83405,0.56563,1.20053,0.78539,1.31555,0.00048728,0.00048728,0.00048728
193,382.092,0.66994,0.50107,0.90366,0.86353,0.81746,0.8198,0.55346,1.22427,0.81993,1.30609,0.00047936,0.00047936,0.00047936
194,384.001,0.65428,0.48606,0.91335,0.82783,0.80159,0.8322,0.56392,1.17565,0.82881,1.23675,0.00047144,0.00047144,0.00047144
195,385.916,0.67236,0.50447,0.92179,0.8349,0.78571,0.8182,0.56037,1.18113,0.86348,1.23484,0.00046352,0.00046352,0.00046352
196,387.836,0.66767,0.49525,0.91506,0.84858,0.80159,0.82023,0.55638,1.17699,0.87867,1.24244,0.0004556,0.0004556,0.0004556
197,389.726,0.66121,0.50044,0.91545,0.83952,0.77778,0.81114,0.54946,1.18917,0.86801,1.24921,0.00044768,0.00044768,0.00044768
198,391.666,0.67915,0.49804,0.91416,0.84588,0.78571,0.80394,0.54906,1.17329,0.88822,1.24497,0.00043976,0.00043976,0.00043976
199,393.545,0.63758,0.48441,0.898,0.8755,0.78139,0.82634,0.56484,1.16513,0.8542,1.23231,0.00043184,0.00043184,0.00043184
200,395.423,0.659,0.48292,0.91563,0.83905,0.8254,0.83848,0.56722,1.17413,0.81182,1.25003,0.00042392,0.00042392,0.00042392
201,397.334,0.67453,0.48812,0.90119,0.84607,0.8254,0.84932,0.56753,1.17867,0.82693,1.24522,0.000416,0.000416,0.000416
202,399.233,0.678,0.48939,0.92121,0.86602,0.80952,0.85127,0.57589,1.14925,0.82457,1.24072,0.00040808,0.00040808,0.00040808
203,401.11,0.67231,0.47377,0.91777,0.85677,0.80952,0.8477,0.56567,1.15512,0.82138,1.24166,0.00040016,0.00040016,0.00040016
204,403.039,0.64394,0.47669,0.89908,0.92301,0.76116,0.84803,0.5743,1.15405,0.83109,1.23707,0.00039224,0.00039224,0.00039224
205,405.007,0.64707,0.48126,0.90629,0.883,0.8254,0.85405,0.58067,1.15467,0.82513,1.23839,0.00038432,0.00038432,0.00038432
206,406.966,0.66347,0.47759,0.90089,0.9186,0.80614,0.85569,0.57214,1.14034,0.81888,1.24716,0.0003764,0.0003764,0.0003764
207,408.827,0.65219,0.47854,0.90672,0.85711,0.80928,0.8462,0.57142,1.14355,0.82286,1.25162,0.00036848,0.00036848,0.00036848
208,410.736,0.66152,0.47851,0.90345,0.85383,0.78816,0.84961,0.57159,1.15047,0.81144,1.26656,0.00036056,0.00036056,0.00036056
209,412.645,0.6284,0.45792,0.90279,0.8887,0.8254,0.85636,0.58644,1.13919,0.81469,1.24229,0.00035264,0.00035264,0.00035264
210,414.543,0.62572,0.45409,0.90492,0.85694,0.8254,0.84029,0.57704,1.12873,0.82856,1.23261,0.00034472,0.00034472,0.00034472
211,416.421,0.64084,0.4794,0.91666,0.86419,0.83333,0.83201,0.57897,1.12839,0.81823,1.23479,0.0003368,0.0003368,0.0003368
212,418.319,0.65259,0.49372,0.92416,0.85356,0.84921,0.84512,0.58215,1.14151,0.80948,1.2334,0.00032888,0.00032888,0.00032888
213,420.205,0.60771,0.45256,0.89538,0.86017,0.8254,0.84752,0.57095,1.14673,0.80721,1.2394,0.00032096,0.00032096,0.00032096
214,422.135,0.62272,0.46866,0.90564,0.88221,0.8254,0.84036,0.56384,1.14672,0.81531,1.23854,0.00031304,0.00031304,0.00031304
215,424.028,0.63018,0.45766,0.89277,0.84899,0.8254,0.82387,0.56321,1.14697,0.79244,1.24204,0.00030512,0.00030512,0.00030512
216,425.944,0.6073,0.45313,0.89147,0.87779,0.83333,0.8401,0.56609,1.16349,0.80798,1.25498,0.0002972,0.0002972,0.0002972
217,427.945,0.6162,0.47105,0.90909,0.87675,0.81746,0.85246,0.57452,1.1539,0.81434,1.25291,0.00028928,0.00028928,0.00028928
218,429.843,0.6166,0.44968,0.89927,0.86234,0.80952,0.85062,0.58534,1.14045,0.7966,1.24391,0.00028136,0.00028136,0.00028136
219,431.774,0.58726,0.45935,0.90418,0.8977,0.79365,0.85527,0.57835,1.15883,0.77603,1.2537,0.00027344,0.00027344,0.00027344
220,433.709,0.62472,0.46097,0.8925,0.88827,0.80952,0.84819,0.58125,1.14362,0.77732,1.24153,0.00026552,0.00026552,0.00026552
221,435.621,0.63101,0.46102,0.89444,0.90281,0.81099,0.84479,0.58372,1.14424,0.81115,1.23155,0.0002576,0.0002576,0.0002576
222,437.514,0.62959,0.45784,0.90231,0.87501,0.8254,0.84687,0.58293,1.1439,0.81477,1.22125,0.00024968,0.00024968,0.00024968
223,439.416,0.62131,0.46176,0.89326,0.8529,0.82831,0.84781,0.58003,1.13159,0.80423,1.22276,0.00024176,0.00024176,0.00024176
224,441.314,0.60508,0.45687,0.90003,0.88092,0.83333,0.84829,0.57698,1.13816,0.79282,1.24158,0.00023384,0.00023384,0.00023384
225,443.216,0.61882,0.44696,0.91464,0.89648,0.82475,0.84855,0.58126,1.11777,0.77523,1.23248,0.00022592,0.00022592,0.00022592
226,445.194,0.60317,0.43244,0.89123,0.89036,0.84127,0.85227,0.57967,1.11949,0.78587,1.22893,0.000218,0.000218,0.000218
227,447.061,0.61836,0.45835,0.91221,0.88006,0.83333,0.84419,0.57548,1.12924,0.82787,1.23833,0.00021008,0.00021008,0.00021008
228,449.013,0.60802,0.45711,0.89176,0.88378,0.81746,0.84702,0.57589,1.147,0.8107,1.24509,0.00020216,0.00020216,0.00020216
229,451.037,0.58887,0.4489,0.89498,0.89714,0.81746,0.84419,0.57659,1.14245,0.81271,1.24022,0.00019424,0.00019424,0.00019424
230,452.962,0.60676,0.44667,0.89281,0.86447,0.8254,0.84085,0.5746,1.13965,0.82875,1.21984,0.00018632,0.00018632,0.00018632
231,454.849,0.60769,0.4491,0.90668,0.90046,0.78974,0.83838,0.57098,1.13785,0.82997,1.22383,0.0001784,0.0001784,0.0001784
232,456.751,0.59869,0.43597,0.90062,0.87504,0.81746,0.8416,0.57045,1.13774,0.81134,1.24914,0.00017048,0.00017048,0.00017048
233,458.678,0.61699,0.44586,0.90436,0.87393,0.82522,0.84714,0.56833,1.13747,0.7978,1.25719,0.00016256,0.00016256,0.00016256
234,460.601,0.60864,0.44204,0.90425,0.86667,0.81746,0.84433,0.58092,1.14768,0.79013,1.25883,0.00015464,0.00015464,0.00015464
235,462.495,0.60197,0.44359,0.90043,0.85251,0.8257,0.84062,0.57737,1.15212,0.78916,1.25869,0.00014672,0.00014672,0.00014672
236,464.405,0.58467,0.43392,0.89499,0.85687,0.8254,0.84239,0.57767,1.15583,0.81061,1.25093,0.0001388,0.0001388,0.0001388
237,466.274,0.57019,0.43077,0.8855,0.86127,0.8254,0.84079,0.58114,1.15146,0.81017,1.24801,0.00013088,0.00013088,0.00013088
238,468.163,0.59141,0.44468,0.8901,0.86208,0.8254,0.84021,0.58532,1.15836,0.83953,1.25488,0.00012296,0.00012296,0.00012296
239,470.071,0.5874,0.43185,0.88108,0.85222,0.82387,0.83817,0.57821,1.14932,0.81933,1.25526,0.00011504,0.00011504,0.00011504
240,472.012,0.5781,0.43685,0.89105,0.86455,0.8254,0.83965,0.57764,1.14654,0.81363,1.25324,0.00010712,0.00010712,0.00010712
241,484.67,0.58499,0.40236,0.86303,0.85297,0.81746,0.84264,0.58064,1.14219,0.79094,1.2453,9.92e-05,9.92e-05,9.92e-05
242,486.69,0.56555,0.37791,0.85066,0.8444,0.83333,0.8494,0.58215,1.14205,0.77927,1.24746,9.128e-05,9.128e-05,9.128e-05
243,488.669,0.56017,0.37408,0.86174,0.85527,0.83333,0.84905,0.58079,1.13636,0.77221,1.25131,8.336e-05,8.336e-05,8.336e-05
244,490.802,0.54888,0.36816,0.8675,0.8748,0.83333,0.85174,0.58429,1.13321,0.75561,1.24934,7.544e-05,7.544e-05,7.544e-05
245,492.921,0.54679,0.35957,0.84544,0.87276,0.83333,0.85141,0.58341,1.13303,0.75424,1.24466,6.752e-05,6.752e-05,6.752e-05
246,494.889,0.53344,0.35781,0.85241,0.86099,0.83566,0.85152,0.5773,1.13852,0.75485,1.2528,5.96e-05,5.96e-05,5.96e-05
247,496.812,0.52934,0.35491,0.85566,0.86167,0.84045,0.85166,0.57865,1.13456,0.75902,1.25227,5.168e-05,5.168e-05,5.168e-05
248,498.77,0.53566,0.35904,0.8629,0.85917,0.82316,0.84992,0.58004,1.13178,0.75118,1.25073,4.376e-05,4.376e-05,4.376e-05
249,500.805,0.51902,0.34956,0.83917,0.88975,0.79365,0.84949,0.58282,1.13159,0.74895,1.25092,3.584e-05,3.584e-05,3.584e-05
250,502.718,0.54663,0.36549,0.85384,0.87152,0.81746,0.84927,0.57988,1.13107,0.75435,1.2493,2.792e-05,2.792e-05,2.792e-05
